"country_id"	"year"	"population"	"gdp"
"873"	"873"	"465"	"164"
"874"	"874"	"824"	"62"
"875"	"875"	"506"	"29"
"876"	"876"	"105"	"775"
"877"	"877"	"981"	"716"
"878"	"878"	"307"	"221"
"879"	"879"	"805"	"202"
"880"	"880"	"351"	"46"
"881"	"881"	"825"	"822"
"882"	"882"	"506"	"471"
"883"	"883"	"610"	"313"
"884"	"884"	"332"	"452"
"885"	"885"	"832"	"265"
"886"	"886"	"2"	"444"
"887"	"887"	"509"	"15"
"888"	"888"	"689"	"789"
"889"	"889"	"574"	"227"
"890"	"890"	"94"	"213"
"891"	"891"	"777"	"465"
"892"	"892"	"595"	"376"
"893"	"893"	"125"	"49"
"894"	"894"	"312"	"508"
"895"	"895"	"278"	"809"
"896"	"896"	"110"	"297"
"897"	"897"	"128"	"601"
"898"	"898"	"604"	"972"
"899"	"899"	"739"	"739"
"900"	"900"	"796"	"770"
"901"	"901"	"223"	"281"
"902"	"902"	"509"	"810"
"903"	"903"	"430"	"87"
"904"	"904"	"47"	"833"
"905"	"905"	"118"	"772"
"906"	"906"	"583"	"135"
"907"	"907"	"731"	"575"
"908"	"908"	"275"	"736"
"909"	"909"	"759"	"840"
"910"	"910"	"258"	"561"
"911"	"911"	"595"	"490"
"912"	"912"	"504"	"473"
"913"	"913"	"924"	"858"
"914"	"914"	"935"	"693"
"915"	"915"	"621"	"550"
"916"	"916"	"999"	"359"
"917"	"917"	"419"	"297"
"918"	"918"	"22"	"823"
"919"	"919"	"295"	"303"
"920"	"920"	"539"	"508"
"921"	"921"	"869"	"273"
"922"	"922"	"384"	"282"
"923"	"923"	"190"	"603"
"924"	"924"	"378"	"349"
"925"	"925"	"598"	"159"
"926"	"926"	"729"	"694"
"927"	"927"	"746"	"203"
"928"	"928"	"403"	"904"
"929"	"929"	"989"	"624"
"930"	"930"	"747"	"882"
"931"	"931"	"82"	"531"
"932"	"932"	"967"	"143"
"933"	"933"	"465"	"943"
"934"	"934"	"124"	"882"
"935"	"935"	"212"	"798"
"936"	"936"	"504"	"681"
"937"	"937"	"40"	"624"
"938"	"938"	"708"	"752"
"939"	"939"	"917"	"730"
"940"	"940"	"455"	"666"
"941"	"941"	"291"	"313"
"942"	"942"	"840"	"457"
"943"	"943"	"243"	"369"
"944"	"944"	"802"	"252"
"945"	"945"	"617"	"872"
"946"	"946"	"932"	"156"
"947"	"947"	"844"	"524"
"948"	"948"	"407"	"601"
"949"	"949"	"942"	"762"
"950"	"950"	"120"	"450"
"951"	"951"	"750"	"808"
"952"	"952"	"545"	"116"
"953"	"953"	"47"	"775"
"954"	"954"	"885"	"388"
"955"	"955"	"4"	"541"
"956"	"956"	"21"	"981"
"957"	"957"	"152"	"514"
"958"	"958"	"191"	"793"
"959"	"959"	"589"	"393"
"960"	"960"	"397"	"816"
"961"	"961"	"786"	"763"
"962"	"962"	"37"	"924"
"963"	"963"	"230"	"843"
"964"	"964"	"252"	"706"
"965"	"965"	"279"	"9"
"966"	"966"	"892"	"371"
"967"	"967"	"567"	"142"
"968"	"968"	"920"	"824"
"969"	"969"	"137"	"331"
"970"	"970"	"653"	"57"
"971"	"971"	"443"	"205"
"972"	"972"	"947"	"801"
"973"	"973"	"608"	"839"
"974"	"974"	"423"	"846"
"975"	"975"	"173"	"49"
"976"	"976"	"197"	"774"
"977"	"977"	"774"	"665"
"978"	"978"	"659"	"328"
"979"	"979"	"989"	"32"
"980"	"980"	"54"	"699"
"981"	"981"	"307"	"347"
"982"	"982"	"682"	"125"
"983"	"983"	"645"	"742"
"984"	"984"	"597"	"6"
"985"	"985"	"634"	"60"
"986"	"986"	"473"	"365"
"987"	"987"	"790"	"184"
"988"	"988"	"68"	"512"
"989"	"989"	"603"	"428"
"990"	"990"	"741"	"419"
"991"	"991"	"925"	"605"
"992"	"992"	"848"	"198"
"993"	"993"	"537"	"705"
"994"	"994"	"849"	"842"
"995"	"995"	"155"	"785"
"996"	"996"	"90"	"413"
"997"	"997"	"638"	"449"
"998"	"998"	"874"	"462"
"999"	"999"	"363"	"177"
"1000"	"1000"	"110"	"701"
